id,hist-today,img_url,img_credits
le-silence_1970,today,https://www.publics-arts.ch/files/large/47389e15fe471bb34af20dfd5b2d56d08584a2ea.jpg,"Micha L. Rieser, 2014 (via Wikimedia Commons, Attribution)"
le-silence_1970,hist,https://www.publics-arts.ch/files/large/24ab976091d66088b6b64c962d93496af3afcb66.jpg,"inconnu / unbekannt, 1970, source / Quelle: Marcel Joray, La sculpture moderne en Suisse, Neuchâtel: Éditions du Griffon 1989, Cat. / Kat. 30"
le-silence_1970,today,https://www.publics-arts.ch/files/large/110cc6735c732028d805c4d4f03fdc9cde370d85.jpg,"Micha L. Rieser, 2014 (via Wikimedia Commons, Attribution)"
konkaver-wald_1975,today,https://www.publics-arts.ch/files/large/9257d75e268e97ca71fed7e6b0d6446412e1a25a.jpg,"Inconnu / Unbekannt, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum"
konkaver-wald_1975,hist,https://www.publics-arts.ch/files/large/434afb53ba8a199ffc7cf43c3ad1b15c1e74b455.jpg,"Source / Quelle: Margrit Baumann, 1980"
konkaver-wald_1975,today,https://www.publics-arts.ch/files/large/eb6eb394ca92049b8244e8f903cd94fbf24f7c81.jpg,"Inconnu / Unbekannt, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum"
see-ok_1977,today,https://www.publics-arts.ch/files/large/b0e97e8bd6c2569cf7baa82499cef28605bf37c7.jpg,"Christopher Kilchenmann, 2023"
see-ok_1977,hist,https://www.publics-arts.ch/files/large/310916c3f48abd08879a4926138a7e57f4a1d137.jpg,"inconnu / unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum"
see-ok_1977,today,https://www.publics-arts.ch/files/large/98399537b1dd59186fabf99976e9c7f22d7d8000.jpg,"Christopher Kilchenmann, 2023"
see-ok_1977,hist,https://www.publics-arts.ch/files/large/f7aede42f9a8a95fba1b5c1c55c6b65e6e078f9c.jpg,"inconnu / unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum"
see-ok_1977,today,https://www.publics-arts.ch/files/large/1df417fa1c620b0e70c06cb3fa5d269a61593496.jpg,"Christopher Kilchenmann, 2023"
haken-cat_1974,today,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
haken-cat_1974,hist,https://www.publics-arts.ch/files/large/7c76e7c3cd5152e9c2d6aac8195cc59fd2b87f3d.jpg,"Jeanne Chevalier, 1975"
haken-cat_1974,hist,https://www.publics-arts.ch/files/large/de4000dc55bc451106f2097cfdaf319b1a0d2cb9.jpg,"Archives / Archiv Märki-Travaglini, 1975"
haken-cat_1974,hist,https://www.publics-arts.ch/files/large/e2daa2897be43b78ed44a8be720d16adc99d6dbb.jpg,"inconnu / unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum"
figur-i_1957,today,https://www.publics-arts.ch/files/large/b117a84d866b4be14d08a4084a7234a2b4974403.jpg,"Gerardus, 2008 (via Wikimedia Commons, Public Domain)"
figur-i_1957,hist,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
element-a_1970,today,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
element-a_1970,hist,https://www.publics-arts.ch/files/large/2eab15bd6569cd054eff6f9690e443cd43e75bca.jpg,"Jeanne Chevalier, 1970"
grosser-rahmen_1970,today,https://www.publics-arts.ch/files/large/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.jpg,
grosser-rahmen_1970,hist,https://www.publics-arts.ch/files/large/56f826e2f30c04568fc81336539c8f983454c472.jpg,"Archives / Archiv Märki-Travaglini, 1970"
