artist,title,id,year,expo,hist-today,img_url,img_credits,place_today,lat_today,lon_today,place_hist,lat_hist,lon_hist
"Berner Arbeitsgemeinschaft (Eggenschwiler, Vetter, Wälti, Kunz)",Moorgarten aus Baumelementen,moorgarten-aus-baumelementen_1975,1975,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,"APP Bienne-Seeland / BVS Biel Seeland, chemin de la Ciblerie / Scheibenweg 45, 2503 Bienne / Biel",47.137768,7.26815,"APP Bienne-Seeland / BVS Biel Seeland, chemin de la Ciblerie / Scheibenweg 45, 2503 Bienne / Biel",47.137768,7.26815
,,moorgarten-aus-baumelementen_1975,1975,,hist,https://www.publics-arts.ch/files/original/32321039a97fb9f3a8945f34e8a554c8d7e42c0d.jpg,"Jeanne Chevalier, 1975",,,,,47.137768,7.26815
Walter Kretz,Schrein,schrein_1979,1979,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/9459320caac59dd126de62f00285b72a76cbf7dd.jpg,"AnBuKu, 2019 (via Wikimedia Commons, CC BY-SA 4.0)","Piscine du Marzili, espace vert sous le pont Monbijou / Marzilibad, Grünfläche unter der Monbijoubrücke, Bern",46.94497,7.445484,,,
,,schrein_1979,1979,,hist,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,,,,,,
,,schrein_1979,1979,,today,https://www.publics-arts.ch/files/original/71c93ef404942f312c4e01929d63056cec219f9d.jpg,,,,,,,
,,schrein_1979,1979,,today,https://www.publics-arts.ch/files/original/c16f24724b8910fbf1b56fa370f5ff3a9694bc28.jpg,,,,,,,
,,schrein_1979,1979,,today,https://www.publics-arts.ch/files/original/0ccd0184bf4fdf21de014ffc26d6bf1933b2772b.jpg,,,,,,,
Emile Angeloz,Élement en 3 pièces,element-en-3-pieces_1978,1978,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/028fa9667f6ca7186d6ea33501646c12980e5ada.jpg,"Veronika Malaschonok, 2023","Jardin du Musée d'art et d'histoire / Garten des Museums für Kunst und Geschichte, rue de Morat 12, 1700 Fribourg / Freiburg",46.807634,7.159806,"Faubourg du Lac / Seevorstadt, 2502 Bienne / Biel",47.139704,7.242923
,,element-en-3-pieces_1978,1978,,hist,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,,,,,47.139704,7.242923
Hermann Hubacher,Sich kämmendes Mädchen,sich-kaemmendes-maedchen_1955,1955,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/e447feaf3375840a0aee582f3afb39fa3409cdbe.jpeg,"Christopher Kilchenmann, 2023","Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143119,7.252224,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143119,7.252224
,,sich-kaemmendes-maedchen_1955,1955,,hist,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,,,,,47.143119,7.252224
,,sich-kaemmendes-maedchen_1955,1955,,today,https://www.publics-arts.ch/files/original/1beeffe3cf5750186bb237488d23769bf91b1bb1.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,sich-kaemmendes-maedchen_1955,1955,,today,https://www.publics-arts.ch/files/original/d54bc295ea1502ab9fe192d45468a8c49f0e45dc.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,sich-kaemmendes-maedchen_1955,1955,,today,https://www.publics-arts.ch/files/original/c725ed6c79e01f905889f5c8cee693c131f68018.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Arnold Huggler,Ours,ours_1958,1958,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/6e62e8fd01943885c9e313307d2558adc289d686.jpeg,"Christopher Kilchenmann, 2023","Jardin d'enfants Prés-Ritter / Kindergarten Rittermatte, rue Karl-Stauffer / Karl-Stauffer-Strasse 10, 2502 Bienne / Biel",47.143242,7.253502,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143119,7.252224
,,ours_1958,1958,,hist,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,,,,,47.143119,7.252224
,,ours_1958,1958,,today,https://www.publics-arts.ch/files/original/32aba70773c029f0b2ea2a56f1ff3a5d706ac5a5.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Max Weiss,Kyra – Grosse Liegende,kyra-–-grosse-liegende_1961,1961,"ESS-SPA 3, 1962",today,https://www.publics-arts.ch/files/original/8f7fba5479bcffa2d11a6a6568d2537f71ffbbba.jpeg,"Christopher Kilchenmann, 2023","Devant le Palais de Congrès / Vor dem Kongresshaus, rue Centrale / Zentralstrasse 60, 2501 Bienne / Biel",47.134967849720205,7.248450984301633,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.134743,7.23122
,,kyra-–-grosse-liegende_1961,1961,,hist,https://www.publics-arts.ch/files/original/39a6feb12f9dffc29bb25fad1cb9de8b699a2218.jpg,"inconnu / unbekannt, 1962, source / Quelle: Marcel Joray, Schweizer Plastik der Gegenwart, Neuchâtel: Éditions du Griffon 1967, Cat. / Kat. 507",,,,,47.134743,7.23122
,,kyra-–-grosse-liegende_1961,1961,,today,https://www.publics-arts.ch/files/original/2636a0aa674948f52571a3084f8cbbb03f399095.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,kyra-–-grosse-liegende_1961,1961,,today,https://www.publics-arts.ch/files/original/10901af32cc4c05b006882726533ff5c6db01c4b.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Ödön Koch,Le Silence,le-silence_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/47389e15fe471bb34af20dfd5b2d56d08584a2ea.jpg,"Micha L. Rieser, 2014 (via Wikimedia Commons, Attribution)","Devant l'école Langmatt / Vor dem Schulhaus Langmatt, Nagelfluhweg, 8053 Zürich",47.35601336409653,8.587019746626604,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.13397,7.233702
,,le-silence_1970,1970,,hist,https://www.publics-arts.ch/files/original/24ab976091d66088b6b64c962d93496af3afcb66.png,"inconnu / unbekannt, 1970, source / Quelle: Marcel Joray, La sculpture moderne en Suisse, Neuchâtel: Éditions du Griffon 1989, Cat. / Kat. 30",,,,,47.13397,7.233702
,,le-silence_1970,1970,,today,https://www.publics-arts.ch/files/original/110cc6735c732028d805c4d4f03fdc9cde370d85.jpg,"Micha L. Rieser, 2014 (via Wikimedia Commons, Attribution)",,,,,,
Paul Talman,Konkaver Wald,konkaver-wald_1975,1975–1980,"ESS-SPA 6, 1975 / ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/9257d75e268e97ca71fed7e6b0d6446412e1a25a.jpeg,"Inconnu / Unbekannt, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum","Cour intérieure du Centre de formation professionnelle / Innenhof des Berufbildungszentrum, côté rue Feldeck / Seite Feldeckstrasse, 2502 Bienne / Biel",47.14540398573993,7.254445293611049,"Cour intérieur de l'école professionnelle Bienne / Innenhof der Gewerbeschule Biel, rue du Wasen / Wasenstrasse 1, 7, 9, 2502 Bienne / Biel",47.14540398573993,7.254445293611049
,,konkaver-wald_1975,1975–1980,,hist,https://www.publics-arts.ch/files/original/434afb53ba8a199ffc7cf43c3ad1b15c1e74b455.jpg,"Source / Quelle: Margrit Baumann, 1980",,,,,47.14540398573993,7.254445293611049
,,konkaver-wald_1975,1975–1980,,today,https://www.publics-arts.ch/files/original/eb6eb394ca92049b8244e8f903cd94fbf24f7c81.jpeg,"Inconnu / Unbekannt, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum",,,,,,
Willy Weber,"See, O.K.",see-ok_1977,1977,"ESS-SPA 7, 1980",today,https://www.publics-arts.ch/files/original/b0e97e8bd6c2569cf7baa82499cef28605bf37c7.jpeg,"Christopher Kilchenmann, 2023","Terrain des sports universitaires de Berne / Gelände Universitätssport Bern, Neubrückstrasse 155, 3012 Berne / Bern",46.96238,7.432261,"Faubourg du Lac / Seevorstadt, 2502 Bienne / Biel",47.137587,7.238931
,,see-ok_1977,1977,,hist,https://www.publics-arts.ch/files/original/310916c3f48abd08879a4926138a7e57f4a1d137.jpg,"inconnu / unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum",,,,,47.137587,7.238931
,,see-ok_1977,1977,,today,https://www.publics-arts.ch/files/original/98399537b1dd59186fabf99976e9c7f22d7d8000.jpeg,"Christopher Kilchenmann, 2023",,,,,,
,,see-ok_1977,1977,,hist,https://www.publics-arts.ch/files/original/f7aede42f9a8a95fba1b5c1c55c6b65e6e078f9c.jpg,"inconnu / unbekannt, 1980, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum",,,,,,
,,see-ok_1977,1977,,today,https://www.publics-arts.ch/files/original/1df417fa1c620b0e70c06cb3fa5d269a61593496.jpeg,"Christopher Kilchenmann, 2023",,,,,,
Peter Travaglini,Haken-Cat,haken-cat_1974,1974,"ESS-SPA 6, 1975",today,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,"Aula dans le bâtiment scolaire IV / Aula im Schulhaus IV, Schulstrasse 35, 2540 Grenchen",47.19279582017559,7.391080971195628,"Faubourg du Lac / Seevorstadt (vis-à-vis Centre d'Art / Kunsthaus PasquArt), 2502 Bienne / Biel",47.138508,7.24063
,,haken-cat_1974,1974,,hist,https://www.publics-arts.ch/files/original/7c76e7c3cd5152e9c2d6aac8195cc59fd2b87f3d.jpg,"Jeanne Chevalier, 1975",,,,,47.138508,7.24063
,,haken-cat_1974,1974,,hist,https://www.publics-arts.ch/files/original/de4000dc55bc451106f2097cfdaf319b1a0d2cb9.jpg,"Archives / Archiv Märki-Travaglini, 1975",,,,,,
,,haken-cat_1974,1974,,hist,https://www.publics-arts.ch/files/original/e2daa2897be43b78ed44a8be720d16adc99d6dbb.jpeg,"inconnu / unbekannt, 1975, Collection des arts visuels de la Ville de Bienne / Kunstsammlung der Stadt Biel, sans date / ohne Datum",,,,,,
Ödön Koch,Figur I,figur-i_1957,1957,"ESS-SPA 2, 1958",today,https://www.publics-arts.ch/files/original/b117a84d866b4be14d08a4084a7234a2b4974403.jpg,"Gerardus, 2008 (via Wikimedia Commons, Public Domain)","Musée Kröller-Müller / Kröller-Müller Museum, Parc des sculptures / Skulpturenpark, Houtkampweg 6, 6731 AW Otterlo, Pays Bas / Niederlande",52.095918,5.816587,"Collège des Prés-Ritter / Schulhaus Rittermatte, rue Franche / Freiestrasse 45, 2502 Bienne / Biel",47.143584567572056,7.252427079614931
,,figur-i_1957,1957,,hist,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,,,,,47.143584567572056,7.252427079614931
Mariann Grunder,Element A,element-a_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,"Cour de l'école secondaire / Hof der Sekundarschule, rue de Collège 1, 2740 Moutier",47.279657,7.368422,"Prés-de-la-Rive / Strandboden, 2503 Bienne / Biel",47.133169,7.232247
,,element-a_1970,1970,,hist,https://www.publics-arts.ch/files/original/2eab15bd6569cd054eff6f9690e443cd43e75bca.jpg,"Jeanne Chevalier, 1970",,,,,47.133169,7.232247
Willy Müller-Brittnau & Albert Siegenthaler,Grosser Rahmen,grosser-rahmen_1970,1970,"ESS-SPA 5, 1970",today,https://www.publics-arts.ch/files/original/1feddbfaf9f6f9c7746832045d2d5a99fcbf09f1.png,,"Lycée professionelle André-Argouges, 61 rue Léon Jouhaux, 38100 Grenoble, France",45.17668,5.745499,,47.132641,7.235136
,,grosser-rahmen_1970,1970,,hist,https://www.publics-arts.ch/files/original/56f826e2f30c04568fc81336539c8f983454c472.jpg,"Archives / Archiv Märki-Travaglini, 1970",,,,,47.132641,7.235136
